i,joint_names,positions
515,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.05387343466281891, -1.0959837436676025, 1.7780996561050415, 0.05813039839267731, -0.7862450480461121, 1.8055170774459839, -0.033004239201545715, -0.6903878450393677, 1.7944377660751343, 0.03176961839199066, -1.0403814315795898, 1.8124322891235352]"
516,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.060017719864845276, -1.1145541667938232, 1.7730443477630615, 0.05157114565372467, -0.7981408834457397, 1.7999615669250488, -0.029260290786623955, -0.713826060295105, 1.7925177812576294, 0.035414084792137146, -1.0545204877853394, 1.8138431310653687]"
517,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.06491623818874359, -1.1377133131027222, 1.7870663404464722, 0.04946146905422211, -0.8039484620094299, 1.80231773853302, -0.028057588264346123, -0.7233498096466064, 1.7959843873977661, 0.03832505643367767, -1.0741196870803833, 1.8326785564422607]"
518,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.06881095468997955, -1.1599030494689941, 1.8064906597137451, 0.04777245223522186, -0.8085877299308777, 1.804168701171875, -0.027095122262835503, -0.730951726436615, 1.7986745834350586, 0.040643319487571716, -1.093450665473938, 1.8556785583496094]"
519,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.07265324890613556, -1.1839401721954346, 1.8304824829101562, 0.046082064509391785, -0.8132210373878479, 1.8059897422790527, -0.026132239028811455, -0.7385380864143372, 1.8012908697128296, 0.04293398559093475, -1.114654302597046, 1.8829948902130127]"
520,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.07265324890613556, -1.1839401721954346, 1.8304824829101562, 0.046082064509391785, -0.8132210373878479, 1.8059897422790527, -0.026132239028811455, -0.7385380864143372, 1.8012908697128296, 0.04293398559093475, -1.114654302597046, 1.8829948902130127]"
521,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.07547561824321747, -1.2025399208068848, 1.8503011465072632, 0.044813498854637146, -0.8166919350624084, 1.8073357343673706, -0.025409771129488945, -0.7442172765731812, 1.8032045364379883, 0.04461891949176788, -1.1311697959899902, 1.9051344394683838]"
522,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.07822330296039581, -1.2212166786193848, 1.8709763288497925, 0.043544307351112366, -0.8201594948768616, 1.8086649179458618, -0.02468709461390972, -0.7498871088027954, 1.8050763607025146, 0.04626138508319855, -1.1478177309036255, 1.927972435951233]"
523,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08087174594402313, -1.2396620512008667, 1.8920185565948486, 0.04227440059185028, -0.8236233592033386, 1.8099770545959473, -0.02396438829600811, -0.7555476427078247, 1.8069065809249878, 0.04784657061100006, -1.1643073558807373, 1.9510059356689453]"
524,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08339373767375946, -1.257617712020874, 1.9130547046661377, 0.041003718972206116, -0.8270837068557739, 1.8112722635269165, -0.023241354152560234, -0.7611984610557556, 1.8086951971054077, 0.04935808479785919, -1.1803982257843018, 1.9738459587097168]"
525,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08339373767375946, -1.257617712020874, 1.9130547046661377, 0.041003718972206116, -0.8270837068557739, 1.8112722635269165, -0.023241354152560234, -0.7611984610557556, 1.8086951971054077, 0.04935808479785919, -1.1803982257843018, 1.9738459587097168]"
526,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.085760697722435, -1.274870753288269, 1.9338099956512451, 0.0397324413061142, -0.8305404186248779, 1.8125507831573486, -0.022518141195178032, -0.766839325428009, 1.8104417324066162, 0.0507785826921463, -1.1958929300308228, 1.9961985349655151]"
527,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08794356882572174, -1.2912455797195435, 1.9540894031524658, 0.038460418581962585, -0.8339933156967163, 1.813812017440796, -0.021794630214571953, -0.7724703550338745, 1.8121466636657715, 0.05209045112133026, -1.2106308937072754, 2.017848014831543]"
528,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08794356882572174, -1.2912455797195435, 1.9540894031524658, 0.038460418581962585, -0.8339933156967163, 1.813812017440796, -0.021794630214571953, -0.7724703550338745, 1.8121466636657715, 0.05209045112133026, -1.2106308937072754, 2.017848014831543]"
529,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08991269767284393, -1.306599736213684, 1.9737637042999268, 0.03718777000904083, -0.8374426364898682, 1.815056562423706, -0.0210710596293211, -0.7780909538269043, 1.813809871673584, 0.053275659680366516, -1.2244824171066284, 2.0386438369750977]"
530,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09109269082546234, -1.3162119388580322, 1.9865038394927979, 0.03633897006511688, -0.8397400975227356, 1.815876841545105, -0.02058844082057476, -0.7818323969841003, 1.8148956298828125, 0.053986772894859314, -1.2331734895706177, 2.0519843101501465]"
531,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09264339506626129, -1.329626202583313, 2.005018711090088, 0.0350651890039444, -0.8431829810142517, 1.817092776298523, -0.019864482805132866, -0.7874353528022766, 1.8164888620376587, 0.054922863841056824, -1.245334267616272, 2.0711636543273926]"
532,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09426318109035492, -1.345529556274414, 2.028578758239746, 0.033365681767463684, -0.8477674722671509, 1.8186880350112915, -0.018898947164416313, -0.7948892116546631, 1.818548321723938, 0.05590321123600006, -1.2598204612731934, 2.0951435565948486]"
533,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09532447159290314, -1.3590614795684814, 2.0508832931518555, 0.031665071845054626, -0.8523449897766113, 1.8202530145645142, -0.01793290488421917, -0.8023232221603394, 1.820533037185669, 0.05654864013195038, -1.2722439765930176, 2.1173086166381836]"
534,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09532447159290314, -1.3590614795684814, 2.0508832931518555, 0.031665071845054626, -0.8523449897766113, 1.8202530145645142, -0.01793290488421917, -0.8023232221603394, 1.820533037185669, 0.05654864013195038, -1.2722439765930176, 2.1173086166381836]"
535,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09580521285533905, -1.3725441694259644, 2.077122211456299, 0.029537634924054146, -0.8580567240715027, 1.8221666812896729, -0.01672498695552349, -0.8115872144699097, 1.8229091167449951, 0.056847527623176575, -1.2848056554794312, 2.1425626277923584]"
536,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09530024230480194, -1.3821823596954346, 2.101733446121216, 0.027408497408032417, -0.8637570738792419, 1.8240330219268799, -0.015516444109380245, -0.820818305015564, 1.825168490409851, 0.056553468108177185, -1.2940757274627686, 2.1652891635894775]"
537,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09417389333248138, -1.3871525526046753, 2.1203982830047607, 0.025703804567456245, -0.8683089017868042, 1.825492024421692, -0.014549239538609982, -0.8281789422035217, 1.8268920183181763, 0.05588321387767792, -1.2991790771484375, 2.1818249225616455]"
538,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09240995347499847, -1.3897414207458496, 2.1382675170898438, 0.02399800904095173, -0.8728532195091248, 1.8269208669662476, -0.013581707142293453, -0.835517168045044, 1.828540325164795, 0.0548296719789505, -1.3023079633712769, 2.197051525115967]"
539,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.09002606570720673, -1.390021562576294, 2.1554317474365234, 0.02229096181690693, -0.8773897290229797, 1.8283193111419678, -0.012613876722753048, -0.8428329229354858, 1.8301141262054443, 0.05340336263179779, -1.3035624027252197, 2.2111122608184814]"
540,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08621697127819061, -1.3872597217559814, 2.17600679397583, 0.02015550620853901, -0.883049488067627, 1.8300249576568604, -0.011403336189687252, -0.8519445061683655, 1.8319758176803589, 0.05112351477146149, -1.302671194076538, 2.2272555828094482]"
541,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08621697127819061, -1.3872597217559814, 2.17600679397583, 0.02015550620853901, -0.883049488067627, 1.8300249576568604, -0.011403336189687252, -0.8519445061683655, 1.8319758176803589, 0.05112351477146149, -1.302671194076538, 2.2272555828094482]"
542,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.08155356347560883, -1.381226658821106, 2.195702075958252, 0.018018530681729317, -0.8886963725090027, 1.831682801246643, -0.01019249763339758, -0.8610184192657471, 1.8337202072143555, 0.0483328253030777, -1.2992843389511108, 2.2420382499694824]"
543,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.07611982524394989, -1.372139811515808, 2.2145862579345703, 0.015879707410931587, -0.8943305611610413, 1.8332933187484741, -0.008981003426015377, -0.8700537085533142, 1.8353474140167236, 0.04508386552333832, -1.2936683893203735, 2.255683183670044]"
544,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.07000653445720673, -1.3602275848388672, 2.2326958179473877, 0.013739214278757572, -0.8999518156051636, 1.8348565101623535, -0.0077690621837973595, -0.8790490031242371, 1.8368569612503052, 0.04143299162387848, -1.2860912084579468, 2.268383026123047]"
545,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.0633045881986618, -1.3457200527191162, 2.250042676925659, 0.011596963740885258, -0.9055594205856323, 1.836371898651123, -0.006556554697453976, -0.8880034685134888, 1.8382493257522583, 0.037436410784721375, -1.2768104076385498, 2.2803006172180176]"
546,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.056100115180015564, -1.3288402557373047, 2.266618251800537, 0.009452925063669682, -0.9111534953117371, 1.837839961051941, -0.005343540571630001, -0.89691561460495, 1.8395237922668457, 0.03314758837223053, -1.2660633325576782, 2.291567325592041]"
547,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.05002777278423309, -1.3137682676315308, 2.279306650161743, 0.0077366093173623085, -0.9156188368797302, 1.838979959487915, -0.004372670315206051, -0.9040141701698303, 1.840458631515503, 0.02953811176121235, -1.2565512657165527, 2.3001794815063477]"
548,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04210762679576874, -1.2931238412857056, 2.2944176197052, 0.005589709617197514, -0.9211875200271606, 1.8403620719909668, -0.003158791922032833, -0.9128473997116089, 1.841521143913269, 0.024838762357831, -1.2436654567718506, 2.3104982376098633]"
549,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03387407958507538, -1.2706228494644165, 2.308640241622925, 0.0034411707893013954, -0.9267418384552002, 1.8416965007781982, -0.0019443173659965396, -0.9216352105140686, 1.842466115951538, 0.019962863996624947, -1.2298039197921753, 2.3203506469726562]"
550,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.03387407958507538, -1.2706228494644165, 2.308640241622925, 0.0034411707893013954, -0.9267418384552002, 1.8416965007781982, -0.0019443173659965396, -0.9216352105140686, 1.842466115951538, 0.019962863996624947, -1.2298039197921753, 2.3203506469726562]"
551,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.02537222020328045, -1.2463935613632202, 2.321892261505127, 0.0012909035431221128, -0.9322813749313354, 1.842983365058899, -0.0007292767404578626, -0.9303761720657349, 1.8432929515838623, 0.014937804080545902, -1.2150673866271973, 2.329728126525879]"
552,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.016637427732348442, -1.2205350399017334, 2.334062099456787, -0.0008608539937995374, -0.9378060698509216, 1.8442226648330688, 0.0004862109781242907, -0.9390694499015808, 1.8440020084381104, 0.009785697795450687, -1.199519395828247, 2.33857798576355]"
553,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.007698251865804195, -1.1931229829788208, 2.345001220703125, -0.0030143698677420616, -0.943315327167511, 1.8454139232635498, 0.0017022948013618588, -0.9477134346961975, 1.8445929288864136, 0.004523471929132938, -1.1831910610198975, 2.3468000888824463]"
554,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.000417902076151222, -1.1701198816299438, 2.3527417182922363, -0.004738165996968746, -0.9477114677429199, 1.8463325500488281, 0.002675429917871952, -0.9545926451683044, 1.8449808359146118, 0.0002453188062645495, -1.169572114944458, 2.3528265953063965]"
555,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.006960825063288212, -1.146202564239502, 2.3594582080841064, -0.006463124416768551, -0.9520973563194275, 1.8472204208374023, 0.003648952580988407, -0.9614390730857849, 1.8452932834625244, -0.004083706997334957, -1.1554574966430664, 2.358255386352539]"
556,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.016292767599225044, -1.1150970458984375, 2.366209030151367, -0.008620723150670528, -0.9575654864311218, 1.8482874631881714, 0.004866466857492924, -0.9699497818946838, 1.845577359199524, -0.009549065493047237, -1.1371159553527832, 2.364014148712158]"
557,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.016292767599225044, -1.1150970458984375, 2.366209030151367, -0.008620723150670528, -0.9575654864311218, 1.8482874631881714, 0.004866466857492924, -0.9699497818946838, 1.845577359199524, -0.009549065493047237, -1.1371159553527832, 2.364014148712158]"
558,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.025696681812405586, -1.0827816724777222, 2.37085223197937, -0.010779752396047115, -0.9630169868469238, 1.849306583404541, 0.006084279157221317, -0.9784072041511536, 1.8457434177398682, -0.015046103857457638, -1.118011236190796, 2.3683669567108154]"
559,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.035098597407341, -1.0494693517684937, 2.373058795928955, -0.012940331362187862, -0.9684519171714783, 1.8502777814865112, 0.007302657701075077, -0.9868097901344299, 1.8457911014556885, -0.020532025024294853, -1.0981862545013428, 2.370988368988037]"
560,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04439710080623627, -1.015464186668396, 2.3724799156188965, -0.015102370642125607, -0.9738697409629822, 1.8512009382247925, 0.008521483279764652, -0.9951565265655518, 1.845720887184143, -0.02594868652522564, -1.077728033065796, 2.371514320373535]"
561,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05345816910266876, -0.9811703562736511, 2.3687639236450195, -0.017265958711504936, -0.9792703986167908, 1.8520762920379639, 0.009740726090967655, -1.0034462213516235, 1.8455326557159424, -0.03121901862323284, -1.0567787885665894, 2.3695528507232666]"
562,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06211535632610321, -0.9470877647399902, 2.361572742462158, -0.019431037828326225, -0.9846532344818115, 1.8529034852981567, 0.0109605947509408, -1.011677622795105, 1.8452261686325073, -0.03624872863292694, -1.0355361700057983, 2.3646953105926514]"
563,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07017438113689423, -0.913788914680481, 2.350602626800537, -0.021597428247332573, -0.9900183081626892, 1.8536828756332397, 0.012180880643427372, -1.0198495388031006, 1.844801664352417, -0.04092656075954437, -1.014245629310608, 2.3565289974212646]"
564,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07742179930210114, -0.8818795084953308, 2.335597038269043, -0.023765427991747856, -0.9953650236129761, 1.8544141054153442, 0.01340173278003931, -1.0279606580734253, 1.8442590236663818, -0.045131757855415344, -0.9931817650794983, 2.3446531295776367]"
565,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0836416631937027, -0.8519476056098938, 2.3163585662841797, -0.02593482844531536, -1.0006932020187378, 1.8550972938537598, 0.014623002149164677, -1.0360100269317627, 1.8435983657836914, -0.04874129593372345, -0.9726210236549377, 2.3286938667297363]"
566,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0836416631937027, -0.8519476056098938, 2.3163585662841797, -0.02593482844531536, -1.0006932020187378, 1.8550972938537598, 0.014623002149164677, -1.0360100269317627, 1.8435983657836914, -0.04874129593372345, -0.9726210236549377, 2.3286938667297363]"
567,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08863438665866852, -0.8245065212249756, 2.2927565574645996, -0.02810545079410076, -1.006002426147461, 1.8557324409484863, 0.015844719484448433, -1.0439963340759277, 1.8428200483322144, -0.051641955971717834, -0.9528053402900696, 2.3083205223083496]"
568,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09223811328411102, -0.7999430298805237, 2.264728546142578, -0.030277682468295097, -1.011292576789856, 1.856319546699524, 0.01706700213253498, -1.0519185066223145, 1.841923713684082, -0.0537409633398056, -0.9339115023612976, 2.283264398574829]"
569,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09404920041561127, -0.7825186252593994, 2.2391247749328613, -0.03201635181903839, -1.0155105590820312, 1.8567544221878052, 0.01804514415562153, -1.05820894241333, 1.8411215543746948, -0.05480162799358368, -0.9195204973220825, 2.259721279144287]"
570,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09494011104106903, -0.7635697722434998, 2.203219175338745, -0.03419090807437897, -1.0207653045654297, 1.8572547435760498, 0.019268261268734932, -1.0660125017166138, 1.8400131464004517, -0.055334195494651794, -0.9024324417114258, 2.2258529663085938]"
