i,joint_names,positions,pulse_position
591,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0447683185338974, -0.774298369884491, 1.8460315465927124, -0.08002476394176483, -1.2050347328186035, 2.0255279541015625, 0.04495914280414581, -1.296019196510315, 1.9676603078842163, -0.02621002309024334, -0.8387659788131714, 1.8499937057495117]","[1577.600160986185, 1559.892862175422, 301.2629359553366, 1444.3611206114292, 604.4749848744048, 2201.0181172176676, 1703.2834027707577, 2401.2312982009294, 360.2721454539933, 1528.850263748318, 481.8215653324926, 1870.3664193275629]"
592,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04292966425418854, -0.7812883257865906, 1.846846342086792, -0.0833909660577774, -1.2276334762573242, 2.057586669921875, 0.04683418571949005, -1.3218337297439575, 1.9973567724227905, -0.025135917589068413, -0.8428869247436523, 1.8500795364379883]","[1574.8237930238247, 1573.9747493944699, 301.39590642553395, 1439.0761832892895, 615.8110689940295, 2235.8543751880193, 1706.3397227227688, 2449.0598066952302, 365.70947066141935, 1530.5366093851626, 484.18880562242947, 1870.4531952106242]"
593,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04109172523021698, -0.7882483005523682, 1.8475837707519531, -0.08646108210086823, -1.2488704919815063, 2.088283061981201, 0.04854215681552887, -1.346016764640808, 2.0260565280914307, -0.024062199518084526, -0.8469946384429932, 1.8501360416412354]","[1572.0485050976276, 1587.9962369505874, 301.5162510237258, 1434.256101101637, 626.4640770850294, 2269.210278728616, 1709.123715609312, 2493.865516700268, 370.9643017454821, 1532.2223467566073, 486.54844477631434, 1870.5103226669728]"
594,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.039254769682884216, -0.7951781749725342, 1.848244309425354, -0.08915971219539642, -1.268385648727417, 2.117199182510376, 0.05004064738750458, -1.3681570291519165, 2.0533971786499023, -0.022988809272646904, -0.8510890603065491, 1.8501638174057007]","[1569.2747022211552, 1601.957084686069, 301.6240475673049, 1430.0192518532276, 636.2533584704828, 2300.631669401347, 1711.5662552416325, 2534.8864338577227, 375.9702851438056, 1533.9075694419444, 488.90044855479556, 1870.538404306908]"
595,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.039254769682884216, -0.7951781749725342, 1.848244309425354, -0.08915971219539642, -1.268385648727417, 2.117199182510376, 0.05004064738750458, -1.3681570291519165, 2.0533971786499023, -0.022988809272646904, -0.8510890603065491, 1.8501638174057007]","[1569.2747022211552, 1601.957084686069, 301.6240475673049, 1430.0192518532276, 636.2533584704828, 2300.631669401347, 1711.5662552416325, 2534.8864338577227, 375.9702851438056, 1533.9075694419444, 488.90044855479556, 1870.538404306908]"
596,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03741873800754547, -0.8020768165588379, 1.8488271236419678, -0.09141306579113007, -1.2859026193618774, 2.144083261489868, 0.05128960311412811, -1.3879330158233643, 2.079181671142578, -0.021915925666689873, -0.8551698327064514, 1.8501622676849365]","[1566.5022943913937, 1615.8550111027125, 301.7191598758338, 1426.4814867079258, 645.0403006813052, 2329.8449640284357, 1713.6020530760288, 2571.526877360526, 380.69134110684803, 1535.591996703297, 491.24461152176366, 1870.5368375201306]"
597,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.035583630204200745, -0.8089439272880554, 1.8493329286575317, -0.09315313398838043, -1.301216721534729, 2.1688098907470703, 0.052251264452934265, -1.4051002264022827, 2.1033318042755127, -0.020843280479311943, -0.8592369556427002, 1.8501317501068115]","[1563.7312816083431, 1629.6894158062544, 301.8017046754018, 1423.7495796382427, 652.722230029223, 2356.7138891709506, 1715.1695610582829, 2603.333847084355, 385.1131512343072, 1537.2760496474802, 493.5809336772186, 1870.5059838728198]"
598,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.033291175961494446, -0.8174822330474854, 1.8498563766479492, -0.09451721608638763, -1.317052960395813, 2.196641445159912, 0.05300067365169525, -1.4226292371749878, 2.1312355995178223, -0.01950289122760296, -0.8643014430999756, 1.8500529527664185]","[1560.2696757018566, 1646.8905913830451, 301.88712871850885, 1421.6079707443714, 660.6660759494404, 2386.9567477644105, 1716.3910980522633, 2635.8111509755754, 390.22224457627004, 1539.3804607726634, 496.4901829027582, 1870.426318791287]"
599,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.031000064685940742, -0.8259688019752502, 1.8502589464187622, -0.09489993751049042, -1.3290836811065674, 2.2211384773254395, 0.053203120827674866, -1.435604214668274, 2.1567223072052, -0.01816321723163128, -0.8693438768386841, 1.849928379058838]","[1556.8100976757705, 1663.9875385156538, 301.95282605250395, 1421.00709810853, 666.7009806053845, 2413.576183702191, 1716.72108694911, 2659.850858206936, 394.88877711864967, 1541.483748946339, 499.3867635682111, 1870.3003732387883]"
600,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.029168294742703438, -0.8327199816703796, 1.8504939079284668, -0.0944627970457077, -1.3359484672546387, 2.238459825515747, 0.052951470017433167, -1.4426491260528564, 2.1754982471466064, -0.017091883346438408, -0.8733620047569275, 1.8497964143753052]","[1554.0441250614822, 1677.5883898506074, 301.9911705728784, 1421.693408638239, 670.1445257497767, 2432.3982399983297, 1716.310896128416, 2672.903490263052, 398.3265901082706, 1543.1657431460917, 501.69494097666256, 1870.1669553185816]"
601,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.026879863813519478, -0.841110110282898, 1.85067880153656, -0.09297163784503937, -1.3411451578140259, 2.2574758529663086, 0.052111729979515076, -1.4473092555999756, 2.197129487991333, -0.01575307361781597, -0.8783641457557678, 1.8495900630950928]","[1550.5885943584144, 1694.4910493994755, 302.02134426699337, 1424.0345285832882, 672.7513132238066, 2453.0618012448886, 1714.9421198666096, 2681.537659380565, 402.28719932355807, 1545.267674420029, 504.5683758404435, 1869.958331633055]"
602,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.02459310181438923, -0.8494449853897095, 1.8507426977157593, -0.09044630825519562, -1.3427367210388184, 2.2738258838653564, 0.050697192549705505, -1.4474728107452393, 2.2169089317321777, -0.014414890669286251, -0.8833438158035278, 1.8493386507034302]","[1547.1355837397277, 1711.2823958518495, 302.0317717976482, 1427.9992960393429, 673.5496803828867, 2470.82838607676, 1712.63642385602, 2681.840690180453, 405.90875056583684, 1547.3686216492206, 507.42890246867654, 1869.704150608921]"
603,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.022307829931378365, -0.8577233552932739, 1.850685715675354, -0.0869348794221878, -1.3409645557403564, 2.2878057956695557, 0.04873459041118622, -1.4433361291885376, 2.2350211143493652, -0.01307730283588171, -0.888300359249115, 1.8490417003631592]","[1543.6848231963813, 1727.9599075518217, 302.0224726191911, 1433.5122393071651, 672.660718792977, 2486.0195065428293, 1709.4373823702335, 2674.17635214334, 409.2250317675272, 1549.4686345476657, 510.27614422849433, 1869.4039301579407]"
604,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0200242567807436, -0.8659439086914062, 1.8505079746246338, -0.0825120061635971, -1.336127758026123, 2.299708843231201, 0.046265020966529846, -1.4351601600646973, 2.2516205310821533, -0.011740311048924923, -0.8932337164878845, 1.8486995697021484]","[1540.2366277389228, 1744.5209427646319, 301.9934661859703, 1440.4561503231525, 670.2344623992603, 2498.953824867212, 1705.4119841754436, 2659.028125167881, 412.2643304999578, 1551.5677116531879, 513.1100668805452, 1869.0580318462935]"
605,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.017742233350872993, -0.8741053938865662, 1.8502092361450195, -0.07727132737636566, -1.328562617301941, 2.3098154067993164, 0.04333977401256561, -1.4232534170150757, 2.266831398010254, -0.01040391530841589, -0.8981434106826782, 1.8483119010925293]","[1536.7907723598182, 1760.9629798343722, 301.9447135892893, 1448.684016019106, 666.4396022178227, 2509.936013225161, 1700.643831640482, 2636.9676154567815, 415.0493903197061, 1553.665852965787, 515.9303965100166, 1868.6660941077998]"
606,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.017742233350872993, -0.8741053938865662, 1.8502092361450195, -0.07727132737636566, -1.328562617301941, 2.3098154067993164, 0.04333977401256561, -1.4232534170150757, 2.266831398010254, -0.01040391530841589, -0.8981434106826782, 1.8483119010925293]","[1536.7907723598182, 1760.9629798343722, 301.9447135892893, 1448.684016019106, 666.4396022178227, 2509.936013225161, 1700.643831640482, 2636.9676154567815, 415.0493903197061, 1553.665852965787, 515.9303965100166, 1868.6660941077998]"
607,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.015461877919733524, -0.882206380367279, 1.8497892618179321, -0.0713164359331131, -1.3186224699020386, 2.3183860778808594, 0.0400155633687973, -1.4079556465148926, 2.280749797821045, -0.009068026207387447, -0.9030291438102722, 1.8478788137435913]","[1533.3474356587976, 1777.283136868577, 301.87617592045166, 1458.0331955850124, 661.4533804222474, 2519.2492405686744, 1695.2253682911396, 2608.624296610391, 417.5978036515337, 1555.7631988544017, 518.7369619201505, 1868.2282374645195]"
608,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.014094428159296513, -0.8870375752449036, 1.8494795560836792, -0.06744517385959625, -1.3116649389266968, 2.322889566421509, 0.0378539115190506, -1.3972965478897095, 2.2885117530822754, -0.008266760967671871, -0.9059491157531738, 1.847597360610962]","[1531.2825865205377, 1787.016008198926, 301.8256335237329, 1464.1110770404339, 657.9633121972048, 2524.142907846176, 1691.7018757760525, 2588.875390654123, 419.01899218884193, 1557.0211852807552, 520.4143135149858, 1867.9436848813143]"
609,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.011816696263849735, -0.8950396776199341, 1.848866581916809, -0.060568347573280334, -1.2986485958099365, 2.3294780254364014, 0.03401191532611847, -1.377310872077942, 2.300506114959717, -0.0069318851456046104, -0.9107962250709534, 1.8470919132232666]","[1527.843211358413, 1803.136954416428, 301.72559926510013, 1474.9076943099499, 651.4339951623172, 2531.3021858146485, 1685.439421981573, 2551.846440462542, 421.21512048884506, 1559.1169403214008, 523.1986918252921, 1867.4326713477308]"
610,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.009995744563639164, -0.9013955593109131, 1.848289132118225, -0.054740890860557556, -1.2871381044387817, 2.3340282440185547, 0.030753986909985542, -1.3595227003097534, 2.3092775344848633, -0.005864365957677364, -0.9146561622619629, 1.8466547727584839]","[1525.0935742910951, 1815.9414427999805, 301.6313624022419, 1484.0568013489246, 645.6600503058056, 2536.2466317880253, 1680.1289986632764, 2518.8889696916153, 422.82113862029763, 1560.7929454464465, 525.415997994635, 1866.990716954417]"
611,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0077210525050759315, -0.9092822670936584, 1.8474586009979248, -0.047122612595558167, -1.271613359451294, 2.3389408588409424, 0.02649124152958393, -1.3353092670440674, 2.31923246383667, -0.004530563019216061, -0.9194586873054504, 1.8460676670074463]","[1521.6587892826647, 1831.8299163585687, 301.4958239580773, 1496.0174982249737, 637.8724573544054, 2541.5848717294157, 1673.1807236932218, 2474.0269383644413, 424.64385351729874, 1562.8870160598308, 528.1747652699551, 1866.3971458098656]"
612,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.005448059178888798, -0.9171031713485718, 1.8465073108673096, -0.03920440375804901, -1.255048394203186, 2.3430964946746826, 0.022055523470044136, -1.3091710805892944, 2.3280715942382812, -0.00319723691791296, -0.9242361783981323, 1.8454351425170898]","[1518.226569360122, 1847.5858228637273, 301.340578259149, 1508.449086099863, 629.5630644007482, 2546.10054861262, 1665.950503256172, 2425.5987734403325, 426.26226928803726, 1564.9803380388767, 530.9191520176092, 1865.7576557605273]"
613,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.005448059178888798, -0.9171031713485718, 1.8465073108673096, -0.03920440375804901, -1.255048394203186, 2.3430964946746826, 0.022055523470044136, -1.3091710805892944, 2.3280715942382812, -0.00319723691791296, -0.9242361783981323, 1.8454351425170898]","[1518.226569360122, 1847.5858228637273, 301.340578259149, 1508.449086099863, 629.5630644007482, 2546.10054861262, 1665.950503256172, 2425.5987734403325, 426.26226928803726, 1564.9803380388767, 530.9191520176092, 1865.7576557605273]"
614,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.003176824189722538, -0.9248571395874023, 1.845435619354248, -0.031048430129885674, -1.2376344203948975, 2.3465638160705566, 0.01748065836727619, -1.2813612222671509, 2.335777759552002, -0.0018646855605766177, -0.9289882779121399, 1.8447574377059937]","[1514.797004526481, 1863.2068808172537, 301.1656836685017, 1521.2539646960795, 620.8277879247355, 2549.8682760315787, 1658.4934731386602, 2374.073377534568, 427.6732428690324, 1567.0724436698947, 533.6489528014879, 1865.0724878505223]"
615,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0009073177934624255, -0.9325430393218994, 1.8442432880401611, -0.02270464412868023, -1.2195135354995728, 2.349362373352051, 0.012793556787073612, -1.2520897388458252, 2.342303991317749, -0.0005325814126990736, -0.9337146282196045, 1.8440344333648682]","[1511.3700498681283, 1878.690808720946, 300.97110127743895, 1534.353708717972, 611.7379075049475, 2552.9092981345652, 1650.85349756293, 2319.8399199397154, 428.8681744893708, 1569.1638471820625, 536.3639621854815, 1864.3415215577904]"
616,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.0009070177911780775, -0.9386418461799622, 1.8432027101516724, -0.01592095009982586, -1.2045743465423584, 2.3511006832122803, 0.008977369405329227, -1.2277355194091797, 2.3466219902038574, 0.0005325237871147692, -0.937477171421051, 1.8434234857559204]","[1508.630403135321, 1890.9773970126118, 300.8012842716814, 1545.0041083432734, 604.2440438236695, 2554.7982138061343, 1644.6331121306866, 2274.717043587273, 429.65878591581105, 1570.8360623457702, 538.5253212543331, 1863.7238460012773]"
617,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.003173275850713253, -0.9462020397186279, 1.8417935371398926, -0.0073335906490683556, -1.1854010820388794, 2.352583408355713, 0.0041390517726540565, -1.1962401866912842, 2.3507933616638184, 0.0018634061561897397, -0.9421567320823669, 1.8426190614700317]","[1505.208353465423, 1906.208078615866, 300.5713144211762, 1558.4862626809627, 594.6262639745985, 2556.409401100262, 1636.746654389426, 2216.3632947592478, 430.42255034168477, 1572.925547665218, 541.2134527473318, 1862.910563141697]"
618,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.005437775515019894, -0.953690767288208, 1.840264081954956, 0.001344666932709515, -1.1657072305679321, 2.3531811237335205, -0.0007596453069709241, -1.1636911630630493, 2.353458881378174, 0.0031937221065163612, -0.9468100666999817, 1.8417696952819824]","[1501.78895897232, 1921.2947856746796, 300.32171513330024, 1572.111127084354, 584.7473449311823, 2557.058902072505, 1628.7617781496374, 2156.057294298415, 430.910598254423, 1575.0141437072307, 543.8865189256328, 1862.0518434655692]"
619,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.007700338028371334, -0.9611068367958069, 1.8386144638061523, 0.01008023414760828, -1.1455148458480835, 2.352721691131592, -0.005700721405446529, -1.130211353302002, 2.354426860809326, 0.004523382522165775, -0.9514365196228027, 1.8408747911453247]","[1498.3724895771593, 1936.235116611998, 300.05250586240174, 1585.825967611745, 574.6183493796939, 2556.5596645880564, 1620.7078241091222, 2094.0267570405513, 431.0878321118217, 1577.1017105598003, 546.5441431563686, 1861.1470843625948]"
620,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.009509219788014889, -0.9669867753982544, 1.8372082710266113, 0.017082201316952705, -1.1290158033370972, 2.3514490127563477, -0.009668453596532345, -1.1028515100479126, 2.353827476501465, 0.005586669780313969, -0.9551182389259338, 1.840126395225525]","[1495.6410781200975, 1948.0807753563859, 299.8230223706025, 1596.8190560676157, 566.3420248882471, 2555.176722350389, 1614.2404206376523, 2043.335137570339, 430.97808681194476, 1578.771071555093, 548.6590736644699, 1860.390446871124]"
621,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.009509219788014889, -0.9669867753982544, 1.8372082710266113, 0.017082201316952705, -1.1290158033370972, 2.3514490127563477, -0.009668453596532345, -1.1028515100479126, 2.353827476501465, 0.005586669780313969, -0.9551182389259338, 1.840126395225525]","[1495.6410781200975, 1948.0807753563859, 299.8230223706025, 1596.8190560676157, 566.3420248882471, 2555.176722350389, 1614.2404206376523, 2043.335137570339, 430.97808681194476, 1578.771071555093, 548.6590736644699, 1860.390446871124]"
622,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.011768504045903683, -0.974269449710846, 1.835342526435852, 0.025804953649640083, -1.1079862117767334, 2.3485169410705566, -0.014621301554143429, -1.068079948425293, 2.3511500358581543, 0.006915287114679813, -0.9596961140632629, 1.839150309562683]","[1492.2295588906854, 1962.752369821262, 299.518542366351, 1610.513777229935, 555.7930658465168, 2551.990618259187, 1606.1672784667462, 1978.9112754235625, 430.48785621623364, 1580.8570007700473, 551.2887928236634, 1859.4036122454208]"
623,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.014025880955159664, -0.9814762473106384, 1.8333568572998047, 0.034426942467689514, -1.0865552425384521, 2.343834638595581, -0.019527895376086235, -1.0328854322433472, 2.346081018447876, 0.008243129588663578, -0.9642465710639954, 1.8381292819976807]","[1488.820919757709, 1977.2711039065944, 299.1944912877735, 1624.0502996742725, 545.0427659146194, 2546.9026447474685, 1598.1695305369794, 1913.7037738613317, 429.5597357625013, 1582.9417134542018, 553.9027618811274, 1858.3713408031704]"
624,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.016281409189105034, -0.9886063933372498, 1.8312513828277588, 0.042853549122810364, -1.064807415008545, 2.337106227874756, -0.024334175512194633, -0.997558057308197, 2.338350534439087, 0.009570435620844364, -0.9687692523002625, 1.8370628356933594]","[1485.4150721244514, 1991.6354165872972, 298.85088858921813, 1637.2800721228123, 534.133522090217, 2539.5912897663484, 1590.3352939151227, 1848.2501149911745, 428.1443095082415, 1585.0255839247257, 556.5007754007523, 1857.2931504561334]"
625,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.018084419891238213, -0.994254469871521, 1.8294808864593506, 0.04937554895877838, -1.0472608804702759, 2.3300437927246094, -0.02806149236857891, -0.9694388508796692, 2.330075740814209, 0.010631815530359745, -0.9723673462867737, 1.8361773490905762]","[1482.6925259642303, 2003.0139685945094, 298.5619526092077, 1647.519611865282, 525.3317498999584, 2531.9169707397114, 1584.2597674392164, 1796.1515668071959, 426.62922194943957, 1586.6919503826648, 558.5676680985789, 1856.3979125958838]"
626,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.01988626830279827, -0.9998520612716675, 1.8276337385177612, 0.05562521517276764, -1.0296671390533447, 2.321319103240967, -0.031639084219932556, -0.9416740536689758, 2.319812297821045, 0.011692688800394535, -0.975947380065918, 1.8352630138397217]","[1479.9717348627746, 2014.290813813447, 298.2605074832811, 1657.3315878212452, 516.5062975812453, 2522.436380959792, 1578.42829272151, 1744.7096589789517, 424.7500192171001, 1588.3575214166194, 560.6241862728749, 1855.473508397161]"
627,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.021686716005206108, -1.0053989887237549, 1.825710415840149, 0.06152327358722687, -1.0121175050735474, 2.310779094696045, -0.035020455718040466, -0.9144933223724365, 2.3074543476104736, 0.01275323424488306, -0.9795094132423401, 1.834319829940796]","[1477.2530588321388, 2025.4655920075515, 297.94663102883135, 1666.5915395319462, 507.70297063507826, 2510.9831942901014, 1572.916657179594, 1694.3498935734858, 422.4873190864238, 1590.0225777644664, 562.6703641629921, 1854.5199378599648]"
628,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.021686716005206108, -1.0053989887237549, 1.825710415840149, 0.06152327358722687, -1.0121175050735474, 2.310779094696045, -0.035020455718040466, -0.9144933223724365, 2.3074543476104736, 0.01275323424488306, -0.9795094132423401, 1.834319829940796]","[1477.2530588321388, 2025.4655920075515, 297.94663102883135, 1666.5915395319462, 507.70297063507826, 2510.9831942901014, 1572.916657179594, 1694.3498935734858, 422.4873190864238, 1590.0225777644664, 562.6703641629921, 1854.5199378599648]"
