i,joint_names,positions,pulse_position
314,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9315919280052185, 1.843719482421875, 7.549790126404332e-08, -1.2362422943115234, 2.336015224456787, 7.549790126404332e-08, -1.236242651939392, 2.336015462875366, 4.569557887634801e-08, -0.9315919280052185, 1.843719482421875]","[1510, 1876.7747104677028, 300.8856188712872, 1570, 620.1294633285453, 2538.4057626626454, 1630, 2290.4788416721267, 427.7167655675118, 1570, 535.1445961574574, 1864.0231022757791]"
315,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9382619261741638, 1.8437267541885376, -1.3909067675399456e-08, -1.2134029865264893, 2.342928647994995, 4.569557887634801e-08, -1.2134029865264893, 2.342928647994995, 4.569557887634801e-08, -0.9382619261741638, 1.8437267541885376]","[1510, 1890.2120144052185, 300.88680558652965, 1570, 608.6727062310894, 2545.9181598274354, 1630, 2248.1620923696687, 428.98254707715023, 1570, 538.9761165573113, 1864.0304541214275]"
316,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9448971152305603, 1.843660593032837, -1.0331603306212855e-07, -1.1896071434020996, 2.3489184379577637, 1.5893254712295857e-08, -1.1896071434020996, 2.3489184379577637, 4.569557887634801e-08, -0.9448971152305603, 1.843660593032837]","[1510, 1903.5791922927317, 300.87600842325827, 1570, 596.7361275409095, 2552.426900523749, 1630, 2204.0737614011014, 430.07925796370864, 1570, 542.7876411758391, 1863.9635643782342]"
317,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9501797556877136, 1.8435547351837158, -7.351371067443324e-08, -1.1699198484420776, 2.3529460430145264, -1.3909067675399456e-08, -1.1699198484420776, 2.3529460430145264, 4.569557887634801e-08, -0.9501797556877136, 1.8435547351837158]","[1510, 1914.2215408537675, 300.85873296202413, 1570, 586.8604974042231, 2556.8034541432544, 1630, 2167.597643638179, 430.8166992329293, 1570, 545.8222064281827, 1863.8565407891253]"
318,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9567505717277527, 1.8433561325073242, -1.0331603306212855e-07, -1.1445388793945312, 2.3568646907806396, 1.5893254712295857e-08, -1.1445387601852417, 2.3568644523620605, 4.569557887634801e-08, -0.9567505717277527, 1.8433561325073242]","[1510, 1927.4590335803164, 300.8263220178619, 1570, 574.1287806633889, 2561.0616104973765, 1630, 2120.5722109371677, 431.5341471261183, 1570, 549.5967525469979, 1863.6557510374862]"
319,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.961980938911438, 1.843144416809082, -1.3909067675399456e-08, -1.1236523389816284, 2.358961582183838, -7.351371067443324e-08, -1.1236523389816284, 2.358961582183838, 4.569557887634801e-08, -0.961980938911438, 1.843144416809082]","[1510, 1937.9960729874954, 300.7917710953937, 1570, 563.6515795866721, 2563.340174937295, 1630, 2081.874382666902, 431.9181247147091, 1570, 552.6012898880007, 1863.4417038592683]"
320,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9684855341911316, 1.8428136110305786, -1.3909067675399456e-08, -1.096885323524475, 2.3600597381591797, -7.351371067443324e-08, -1.0968852043151855, 2.3600594997406006, 4.569557887634801e-08, -0.9684855341911316, 1.8428136110305786]","[1510, 1951.1001581086452, 300.73778527903704, 1570, 550.2245879631607, 2564.533474290367, 1630, 2032.2809185443896, 432.1191498165123, 1570, 556.3377960872041, 1863.1072551433026]"
321,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9749525189399719, 1.8424092531204224, -7.351371067443324e-08, -1.0695009231567383, 2.3591859340667725, -1.3909067675399456e-08, -1.0695009231567383, 2.3591859340667725, 4.569557887634801e-08, -0.9749525189399719, 1.8424092531204224]","[1510, 1964.1284734737135, 300.6717961298184, 1570, 536.4879009223117, 2563.583964492493, 1630, 1981.5440211485384, 431.9592028082589, 1570, 560.0526972555568, 1862.6984443164358]"
322,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9749525189399719, 1.8424092531204224, -7.351371067443324e-08, -1.0695009231567383, 2.3591859340667725, -1.3909067675399456e-08, -1.0695009231567383, 2.3591859340667725, 4.569557887634801e-08, -0.9749525189399719, 1.8424092531204224]","[1510, 1964.1284734737135, 300.6717961298184, 1570, 536.4879009223117, 2563.583964492493, 1630, 1981.5440211485384, 431.9592028082589, 1570, 560.0526972555568, 1862.6984443164358]"
323,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9813811779022217, 1.8419313430786133, -1.3311836255525122e-07, -1.0416762828826904, 2.3560187816619873, 4.569557887634801e-08, -1.0416762828826904, 2.356018543243408, 4.569557887634801e-08, -0.9813811779022217, 1.8419313430786133]","[1510, 1977.0795781364668, 300.59380364773773, 1570, 522.5303787441334, 2560.14241247204, 1630, 1929.9912376194604, 431.379263942362, 1570, 563.74558252084, 1862.215271378668]"
324,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.987771213054657, 1.8413801193237305, 4.569557887634801e-08, -1.0136531591415405, 2.350224733352661, -1.3909067675399456e-08, -1.0136531591415405, 2.350224733352661, 4.569557887634801e-08, -0.987771213054657, 1.8413801193237305]","[1510, 1989.952871702642, 300.50384674149154, 1570, 508.47329238949874, 2553.8463723334494, 1630, 1878.0707089870195, 430.31843636387794, 1570, 567.4162806862955, 1861.6579773741184]"
325,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9941217303276062, 1.8407553434371948, 7.549790126404332e-08, -0.9857365489006042, 2.34147310256958, 7.549790126404332e-08, -0.9857365489006042, 2.34147310256958, 4.569557887634801e-08, -0.9941217303276062, 1.8407553434371948]","[1510, 2002.7465529894475, 300.4018865023834, 1570, 494.4696358196472, 2544.336507080908, 1630, 1826.347525849987, 428.71604148616035, 1570, 571.0642781616497, 1861.0263212586678]"
326,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0004323720932007, 1.8400572538375854, 1.5893254712295857e-08, -0.9582823514938354, 2.3294477462768555, 1.5893254712295857e-08, -0.9582823514938354, 2.3294477462768555, 4.569557887634801e-08, -1.0004323720932007, 1.8400572538375854]","[1510, 2015.4599015237668, 300.2879618391097, 1570, 480.69793687170187, 2531.2692832923212, 1630, 1775.4810894132215, 426.5142382104277, 1570, 574.689369510793, 1860.3205440764357]"
327,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0067026615142822, 1.8392857313156128, -1.3909067675399456e-08, -0.9316728711128235, 2.3138604164123535, -4.371138828673793e-08, -0.9316728711128235, 2.3138604164123535, 4.569557887634801e-08, -1.0067026615142822, 1.8392857313156128]","[1510, 2028.0919566747784, 300.16205329732225, 1570, 467.3499687071616, 2514.33147931813, 1630, 1726.1797231280648, 423.6602492623955, 1570, 578.2912808189127, 1859.540525305362]"
328,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0116890668869019, 1.8386156558990479, -1.3909067675399456e-08, -0.9112478494644165, 2.298654794692993, 1.5893254712295857e-08, -0.9112478494644165, 2.298654794692993, 4.569557887634801e-08, -1.0116890668869019, 1.8386156558990479]","[1510, 2038.1375133376741, 300.05270040588414, 1570, 457.1042767650699, 2497.8084543852474, 1630, 1688.3367641806615, 420.87614982315523, 1570, 581.1556764938749, 1858.8630708071846]"
329,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0166490077972412, 1.8378987312316895, 7.549790126404332e-08, -0.8917801976203918, 2.2808988094329834, 1.5893254712295857e-08, -0.8917801976203918, 2.2808988094329834, 4.569557887634801e-08, -1.0166490077972412, 1.8378987312316895]","[1510, 2048.1297549899514, 299.935701955589, 1570, 447.33882500383146, 2478.5141044024717, 1630, 1652.2675955786676, 417.62508718869486, 1570, 584.0048698967331, 1858.138251139503]"
330,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0166490077972412, 1.8378987312316895, 7.549790126404332e-08, -0.8917801976203918, 2.2808988094329834, 1.5893254712295857e-08, -0.8917801976203918, 2.2808988094329834, 4.569557887634801e-08, -1.0166490077972412, 1.8378987312316895]","[1510, 2048.1297549899514, 299.935701955589, 1570, 447.33882500383146, 2478.5141044024717, 1630, 1652.2675955786676, 417.62508718869486, 1570, 584.0048698967331, 1858.138251139503]"
331,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0215822458267212, 1.8371349573135376, -7.351371067443324e-08, -0.8734151721000671, 2.260505437850952, -4.371138828673793e-08, -0.8734151124954224, 2.260505199432373, 4.569557887634801e-08, -1.0215822458267212, 1.8371349573135376]","[1510, 2058.068201316199, 299.81105794643696, 1570, 438.12647765708704, 2456.3538670024836, 1630, 1618.2412344607596, 413.89108411965276, 1570, 586.838724070081, 1857.3660663023168]"
332,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0277104377746582, 1.8361141681671143, -1.0331603306212855e-07, -0.8521650433540344, 2.2312123775482178, -1.3909067675399456e-08, -0.8521651029586792, 2.2312123775482178, 4.569557887634801e-08, -1.0277104377746582, 1.8361141681671143]","[1510, 2070.413988482268, 299.6444703624867, 1570, 427.46689175262753, 2424.5228787880224, 1630, 1578.8697590041538, 408.5276645576888, 1570, 590.3590087640201, 1856.3340359041858]"
333,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0337955951690674, 1.8350201845169067, -4.371138828673793e-08, -0.8328995704650879, 2.19765043258667, 1.5893254712295857e-08, -0.8328995704650879, 2.19765043258667, 4.569557887634801e-08, -1.0337955951690674, 1.8350201845169067]","[1510, 2082.6730787166553, 299.46593780871916, 1570, 417.80285791527484, 2388.053153075353, 1630, 1543.1750719773863, 402.38258256947336, 1570, 593.8545726461145, 1855.2280049613332]"
334,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0374258756637573, 1.8343286514282227, -4.371138828673793e-08, -0.8222898840904236, 2.1754801273345947, -1.0331603306212855e-07, -0.822289764881134, 2.1754798889160156, 4.569557887634801e-08, -1.0374258756637573, 1.8343286514282227]","[1510, 2089.986601321909, 299.3530831345985, 1570, 412.4807789442841, 2363.962029857205, 1630, 1523.5174949101515, 398.32322877649233, 1570, 595.9399545937973, 1854.5288564923906]"
335,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0434411764144897, 1.8331176042556763, -7.351371067443324e-08, -0.8061174750328064, 2.13525652885437, 4.569557887634801e-08, -0.8061174750328064, 2.13525652885437, 4.569557887634801e-08, -1.0434411764144897, 1.8331176042556763]","[1510, 2102.1049591408796, 299.15544641086257, 1570, 404.36830180628493, 2320.253490157523, 1630, 1493.5538889296654, 390.9584635430259, 1570, 599.3953899558331, 1853.304472886807]"
336,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0494121313095093, 1.8318334817886353, -1.3909067675399456e-08, -0.7916907668113708, 2.0912513732910156, -1.3909067675399456e-08, -0.7916907668113708, 2.0912513732910156, 4.569557887634801e-08, -1.0494121313095093, 1.8318334817886353]","[1510, 2114.1339782934083, 298.94588417165755, 1570, 397.1315110346679, 2272.435762216619, 1630, 1466.8244520474022, 382.90126396323984, 1570, 602.8253512402891, 1852.0062092585615]"
337,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0494121313095093, 1.8318334817886353, -1.3909067675399456e-08, -0.7916907668113708, 2.0912513732910156, -1.3909067675399456e-08, -0.7916907668113708, 2.0912513732910156, 4.569557887634801e-08, -1.0494121313095093, 1.8318334817886353]","[1510, 2114.1339782934083, 298.94588417165755, 1570, 397.1315110346679, 2272.435762216619, 1630, 1466.8244520474022, 382.90126396323984, 1570, 602.8253512402891, 1852.0062092585615]"
338,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0541565418243408, 1.8307535648345947, -7.351371067443324e-08, -0.7812927961349487, 2.053740978240967, -7.351371067443324e-08, -0.7812927961349487, 2.053740978240967, 4.569557887634801e-08, -1.0541565418243408, 1.8307535648345947]","[1510, 2123.6920148141617, 298.76964723098195, 1570, 391.91563385189716, 2231.6754957774574, 1630, 1447.5593572916846, 376.03323372074374, 1570, 605.5507351478132, 1850.9143999187663]"
339,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0600463151931763, 1.8293379545211792, 1.5893254712295857e-08, -0.7696529626846313, 2.004842519760132, -4.371138828673793e-08, -0.7696529626846313, 2.004842519760132, 4.569557887634801e-08, -1.0600463151931763, 1.8293379545211792]","[1510, 2135.5574865692524, 298.53862684567196, 1570, 386.0768078353525, 2178.540512968458, 1630, 1425.9933708757376, 367.08008643424574, 1570, 608.9340624354094, 1849.4832004585533]"
340,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0658901929855347, 1.8278493881225586, 4.569557887634801e-08, -0.7596429586410522, 1.9552513360977173, -4.371138828673793e-08, -0.7596429586410522, 1.9552513360977173, 4.569557887634801e-08, -1.0658901929855347, 1.8278493881225586]","[1510, 2147.33049760773, 298.2957003992412, 1570, 381.05554423352896, 2124.6527878081024, 1630, 1407.4470907980344, 358.0001034401931, 1570, 612.2910254222845, 1847.978241497738]"
341,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0716876983642578, 1.826287865638733, -4.371138828673793e-08, -0.7517723441123962, 1.9074759483337402, -1.0331603306212855e-07, -0.7517723441123962, 1.9074759483337402, 7.549790126404332e-08, -1.0716876983642578, 1.826287865638733]","[1510, 2159.0100872987728, 298.0408678916896, 1570, 377.10745089763526, 2072.738177687476, 1630, 1392.8646170251366, 349.25258671657105, 1570, 615.621350193626, 1846.3995230363207]"
342,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0762919187545776, 1.824986219406128, -1.3909067675399456e-08, -0.7477404475212097, 1.8730199337005615, -1.3909067675399456e-08, -0.7477404475212097, 1.8730199337005615, 7.549790126404332e-08, -1.0762919187545776, 1.824986219406128]","[1510, 2168.285698357871, 297.82844586329384, 1570, 375.0849526537282, 2035.296920803721, 1630, 1385.3944218984477, 342.94380350538887, 1570, 618.2662031462203, 1845.0835426652836]"
343,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0820046663284302, 1.823293685913086, -4.371138828673793e-08, -0.7470898628234863, 1.8389654159545898, 4.569557887634801e-08, -0.7470898628234863, 1.8389654159545898, 7.549790126404332e-08, -1.0820046663284302, 1.823293685913086]","[1510, 2179.794535920311, 297.5522330270302, 1570, 374.75860340867695, 1998.291946184528, 1630, 1384.1890351707584, 336.70853305673364, 1570, 621.5478395596067, 1843.372370460138]"
344,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0876696109771729, 1.8215283155441284, 1.5893254712295857e-08, -0.7539476156234741, 1.8213517665863037, -1.3909067675399456e-08, -0.7539476156234741, 1.8213517665863037, 7.549790126404332e-08, -1.0876696109771729, 1.8215283155441284]","[1510, 2191.2070702428496, 297.2641335839939, 1570, 378.1986204531226, 1979.1522639641887, 1630, 1396.894904576856, 333.48353165696955, 1570, 624.8020160130213, 1841.58755927645]"
345,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0876696109771729, 1.8215283155441284, 1.5893254712295857e-08, -0.7539476156234741, 1.8213517665863037, -1.3909067675399456e-08, -0.7539476156234741, 1.8213517665863037, 7.549790126404332e-08, -1.0876696109771729, 1.8215283155441284]","[1510, 2191.2070702428496, 297.2641335839939, 1570, 378.1986204531226, 1979.1522639641887, 1630, 1396.894904576856, 333.48353165696955, 1570, 624.8020160130213, 1841.58755927645]"
346,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[7.549790126404332e-08, -1.0991746187210083, 1.8221631050109863, 1.5893254712295857e-08, -0.7640318870544434, 1.8218871355056763, -4.371138828673793e-08, -0.7640318870544434, 1.8218871355056763, 1.5893254712295857e-08, -1.0991746187210083, 1.8221631050109863]","[1510, 2214.3849305572903, 297.367727988354, 1570, 383.257138398449, 1979.7340168294347, 1630, 1415.5787853749166, 333.58155594928206, 1570, 631.4109641348097, 1842.2293392449246]"
347,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -1.1210602521896362, 1.838192343711853, 1.5893254712295857e-08, -0.7713605761528015, 1.8236379623413086, -4.371138828673793e-08, -0.7713605761528015, 1.8236379623413086, -1.3909067675399456e-08, -1.1210602521896362, 1.838192343711853]","[1510, 2258.4754837080004, 299.98361801529586, 1570, 386.93338864354973, 1981.6365339373988, 1630, 1429.1571935382724, 333.9021265975104, 1570, 643.9829692500724, 1858.4350969728084]"
348,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -1.142601728439331, 1.8597286939620972, 1.5893254712295857e-08, -0.777208149433136, 1.824986219406128, -4.371138828673793e-08, -0.777208149433136, 1.824986219406128, 4.569557887634801e-08, -1.142601728439331, 1.8597286939620972]","[1510, 2301.872701562964, 303.4982405677253, 1570, 389.8666748583913, 1983.1016029433954, 1630, 1439.991428105994, 334.1489880417443, 1570, 656.3572763492788, 1880.2086122976154]"
349,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -1.1662757396697998, 1.8861336708068848, 1.5893254712295857e-08, -0.7830418944358826, 1.826287865638733, -4.371138828673793e-08, -0.7830418944358826, 1.826287865638733, 4.569557887634801e-08, -1.1662757396697998, 1.8861336708068848]","[1510, 2349.5661006114183, 307.80739815648695, 1570, 392.7930244699483, 1984.5160227910062, 1630, 1450.8000419938414, 334.38731519555415, 1570, 669.9565989695209, 1906.904369067017]"
350,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, 4.569557887634801e-08, -0.7874079942703247, 1.8272335529327393, -1.3909067675399456e-08, -0.7874079942703247, 1.8272335529327393, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487]","[1510, 2386.817922940626, 311.35624090746467, 1570, 394.9831672596183, 1985.5436436950356, 1630, 1458.8894403621384, 334.56046743579356, 1570, 680.5786045332709, 1928.889882695025]"
351,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, 4.569557887634801e-08, -0.7874079942703247, 1.8272335529327393, -1.3909067675399456e-08, -0.7874079942703247, 1.8272335529327393, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487]","[1510, 2386.817922940626, 311.35624090746467, 1570, 394.9831672596183, 1985.5436436950356, 1630, 1458.8894403621384, 334.56046743579356, 1570, 680.5786045332709, 1928.889882695025]"
352,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[7.549790126404332e-08, -1.2034573554992676, 1.9305227994918823, 4.569557887634801e-08, -0.7917659282684326, 1.8281528949737549, -1.3909067675399456e-08, -0.7917659282684326, 1.8281528949737549, 1.5893254712295857e-08, -1.2034573554992676, 1.9305227994918823]","[1510, 2424.471769268822, 315.051477628923, 1570, 397.1692138654521, 1986.54263681389, 1630, 1466.9637092772343, 334.72879594666284, 1570, 691.31524344613, 1951.782324823084]"
353,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.2220231294631958, 1.9535224437713623, 4.569557887634801e-08, -0.7961156964302063, 1.8290460109710693, -1.3909067675399456e-08, -0.7961156964302063, 1.8290460109710693, 7.549790126404332e-08, -1.2220231294631958, 1.9535224437713623]","[1510, 2461.874170479371, 318.8049023059571, 1570, 399.35116428744965, 1987.5131316850598, 1630, 1475.0228487391287, 334.8923225549917, 1570, 701.9801851567685, 1975.035248432027]"
