i,joint_names,positions
400,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.8123669624328613, 2.1518237590789795, 4.569557887634801e-08, -1.041040301322937, 1.8336107730865479, -1.3909067675399456e-08, -1.041040301322937, 1.8336107730865479, 1.5893254712295857e-08, -0.8123669624328613, 2.1518237590789795]"
401,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -0.797263503074646, 2.1092746257781982, 4.569557887634801e-08, -1.0470291376113892, 1.8323558568954468, -1.3909067675399456e-08, -1.0470291376113892, 1.8323558568954468, -4.371138828673793e-08, -0.797263503074646, 2.1092746257781982]"
402,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-7.351371067443324e-08, -0.7838011384010315, 2.0632827281951904, 4.569557887634801e-08, -1.0529731512069702, 1.8310279846191406, -1.3909067675399456e-08, -1.0529731512069702, 1.8310279846191406, 4.569557887634801e-08, -0.7838011384010315, 2.0632827281951904]"
403,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7718587517738342, 2.014740467071533, 4.569557887634801e-08, -1.058872103691101, 1.8296269178390503, -1.3909067675399456e-08, -1.058872103691101, 1.8296269178390503, -1.3909067675399456e-08, -0.7718587517738342, 2.014740467071533]"
404,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7718587517738342, 2.014740467071533, 4.569557887634801e-08, -1.058872103691101, 1.8296269178390503, -1.3909067675399456e-08, -1.058872103691101, 1.8296269178390503, -1.3909067675399456e-08, -0.7718587517738342, 2.014740467071533]"
405,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7634299397468567, 1.9750341176986694, 4.569557887634801e-08, -1.0635582208633423, 1.828453540802002, -1.3909067675399456e-08, -1.0635582208633423, 1.828453540802002, 1.5893254712295857e-08, -0.7634299397468567, 1.9750341176986694]"
406,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-7.351371067443324e-08, -0.7546085715293884, 1.9261609315872192, 7.549790126404332e-08, -1.0693742036819458, 1.8269212245941162, 1.5893254712295857e-08, -1.0693742036819458, 1.8269212245941162, -4.371138828673793e-08, -0.7546085715293884, 1.9261609315872192]"
407,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7485092878341675, 1.8811726570129395, 7.549790126404332e-08, -1.0751436948776245, 1.8253159523010254, 1.5893254712295857e-08, -1.0751436948776245, 1.8253159523010254, 1.5893254712295857e-08, -0.7485092878341675, 1.8811726570129395]"
408,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-7.351371067443324e-08, -0.7467236518859863, 1.8447062969207764, 7.549790126404332e-08, -1.0808659791946411, 1.8236379623413086, 1.5893254712295857e-08, -1.0808659791946411, 1.8236379623413086, -7.351371067443324e-08, -0.7467236518859863, 1.8447062969207764]"
409,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.750080406665802, 1.8259083032608032, 7.549790126404332e-08, -1.0854095220565796, 1.8222432136535645, 1.5893254712295857e-08, -1.0854095220565796, 1.8222432136535645, 4.569557887634801e-08, -0.750080406665802, 1.8259083032608032]"
410,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.750080406665802, 1.8259083032608032, 7.549790126404332e-08, -1.0854095220565796, 1.8222432136535645, 1.5893254712295857e-08, -1.0854095220565796, 1.8222432136535645, 4.569557887634801e-08, -0.750080406665802, 1.8259083032608032]"
411,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7654993534088135, 1.8222432136535645, -4.371138828673793e-08, -1.1029764413833618, 1.824141502380371, 1.5893254712295857e-08, -1.1029764413833618, 1.824141502380371, 1.5893254712295857e-08, -0.7654993534088135, 1.8222432136535645]"
412,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7654993534088135, 1.8222432136535645, -4.371138828673793e-08, -1.1029764413833618, 1.824141502380371, 1.5893254712295857e-08, -1.1029764413833618, 1.824141502380371, 1.5893254712295857e-08, -0.7654993534088135, 1.8222432136535645]"
413,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7728237509727478, 1.823979377746582, 4.569557887634801e-08, -1.126177430152893, 1.842987060546875, 1.5893254712295857e-08, -1.126177430152893, 1.842987060546875, 1.5893254712295857e-08, -0.7728237509727478, 1.823979377746582]"
414,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.777208149433136, 1.824986219406128, 4.569557887634801e-08, -1.142601728439331, 1.8597286939620972, 4.569557887634801e-08, -1.142601728439331, 1.8597286939620972, 1.5893254712295857e-08, -0.777208149433136, 1.824986219406128]"
415,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7830418944358826, 1.826287865638733, 4.569557887634801e-08, -1.1662757396697998, 1.8861336708068848, 4.569557887634801e-08, -1.1662757396697998, 1.8861336708068848, 1.5893254712295857e-08, -0.7830418944358826, 1.826287865638733]"
416,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7874079942703247, 1.8272335529327393, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, 4.569557887634801e-08, -0.7874079942703247, 1.8272335529327393]"
417,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7874079942703247, 1.8272335529327393, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, 4.569557887634801e-08, -0.7874079942703247, 1.8272335529327393]"
418,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7932167649269104, 1.828453540802002, 7.549790126404332e-08, -1.2096744775772095, 1.9381728172302246, 1.5893254712295857e-08, -1.2096744775772095, 1.9381728172302246, 4.569557887634801e-08, -0.7932167649269104, 1.828453540802002]"
419,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7975637316703796, 1.8293379545211792, -7.351371067443324e-08, -1.228135347366333, 1.9611923694610596, 1.5893254712295857e-08, -1.228135347366333, 1.9611923694610596, 4.569557887634801e-08, -0.7975637316703796, 1.8293379545211792]"
420,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7975637316703796, 1.8293379545211792, -7.351371067443324e-08, -1.228135347366333, 1.9611923694610596, 1.5893254712295857e-08, -1.228135347366333, 1.9611923694610596, 4.569557887634801e-08, -0.7975637316703796, 1.8293379545211792]"
421,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8019024133682251, 1.8301960229873657, -4.371138828673793e-08, -1.246115803718567, 1.9840291738510132, -1.3909067675399456e-08, -1.246115803718567, 1.9840291738510132, 4.569557887634801e-08, -0.8019024133682251, 1.8301960229873657]"
422,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8047902584075928, 1.8307535648345947, 4.569557887634801e-08, -1.257727026939392, 1.9990050792694092, 4.569557887634801e-08, -1.257727026939392, 1.9990050792694092, 4.569557887634801e-08, -0.8047902584075928, 1.8307535648345947]"
423,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8076741099357605, 1.8312993049621582, 4.569557887634801e-08, -1.2689719200134277, 2.013701915740967, 4.569557887634801e-08, -1.2689719200134277, 2.013701915740967, 4.569557887634801e-08, -0.8076741099357605, 1.8312993049621582]"
424,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8105542659759521, 1.8318334817886353, -1.3909067675399456e-08, -1.279801368713379, 2.028067111968994, -1.3909067675399456e-08, -1.279801368713379, 2.028067111968994, 4.569557887634801e-08, -0.8105542659759521, 1.8318334817886353]"
425,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8105542659759521, 1.8318334817886353, -1.3909067675399456e-08, -1.279801368713379, 2.028067111968994, -1.3909067675399456e-08, -1.279801368713379, 2.028067111968994, 4.569557887634801e-08, -0.8105542659759521, 1.8318334817886353]"
426,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8134304881095886, 1.8323558568954468, -4.371138828673793e-08, -1.2901725769042969, 2.042059898376465, 1.5893254712295857e-08, -1.2901725769042969, 2.042059898376465, 4.569557887634801e-08, -0.8134304881095886, 1.8323558568954468]"
427,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8163028359413147, 1.8328666687011719, 4.569557887634801e-08, -1.3000481128692627, 2.055649518966675, 4.569557887634801e-08, -1.3000481128692627, 2.055649518966675, 4.569557887634801e-08, -0.8163028359413147, 1.8328666687011719]"
428,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8191712498664856, 1.8333656787872314, 1.5893254712295857e-08, -1.30939519405365, 2.068814516067505, 4.569557887634801e-08, -1.30939519405365, 2.068814516067505, 4.569557887634801e-08, -0.8191712498664856, 1.8333656787872314]"
429,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8220356702804565, 1.833853006362915, 1.5893254712295857e-08, -1.318186640739441, 2.081541061401367, 4.569557887634801e-08, -1.318186640739441, 2.081541061401367, 4.569557887634801e-08, -0.8220356702804565, 1.833853006362915]"
430,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8248961567878723, 1.8343286514282227, 7.549790126404332e-08, -1.3263983726501465, 2.0938212871551514, 1.5893254712295857e-08, -1.3263983726501465, 2.0938212871551514, 4.569557887634801e-08, -0.8248961567878723, 1.8343286514282227]"
431,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8248961567878723, 1.8343286514282227, 7.549790126404332e-08, -1.3263983726501465, 2.0938212871551514, 1.5893254712295857e-08, -1.3263983726501465, 2.0938212871551514, 4.569557887634801e-08, -0.8248961567878723, 1.8343286514282227]"
432,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8291791677474976, 1.8350201845169067, 4.569557887634801e-08, -1.3375880718231201, 2.1114015579223633, 1.5893254712295857e-08, -1.3375880718231201, 2.1114015579223633, 4.569557887634801e-08, -0.8291791677474976, 1.8350201845169067]"
433,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8334529399871826, 1.8356853723526, -4.371138828673793e-08, -1.347382664680481, 2.1279854774475098, 1.5893254712295857e-08, -1.347382664680481, 2.1279854774475098, 4.569557887634801e-08, -0.8334529399871826, 1.8356853723526]"
434,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8391367793083191, 1.8365312814712524, -1.3909067675399456e-08, -1.3582186698913574, 2.14859676361084, 1.0530022365173863e-07, -1.3582186698913574, 2.14859676361084, 4.569557887634801e-08, -0.8391367793083191, 1.8365312814712524]"
435,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8462177515029907, 1.8375227451324463, 1.0530022365173863e-07, -1.3681566715240479, 2.172091245651245, 1.0530022365173863e-07, -1.3681566715240479, 2.172091245651245, 4.569557887634801e-08, -0.8462177515029907, 1.8375227451324463]"
436,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8532716035842896, 1.8384408950805664, 1.5893254712295857e-08, -1.3741261959075928, 2.1932835578918457, 7.549790126404332e-08, -1.3741264343261719, 2.193283796310425, 4.569557887634801e-08, -0.8532716035842896, 1.8384408950805664]"
437,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8588948845863342, 1.8391226530075073, -7.351371067443324e-08, -1.3761281967163086, 2.2087483406066895, 1.5893254712295857e-08, -1.3761281967163086, 2.2087483406066895, 4.569557887634801e-08, -0.8588948845863342, 1.8391226530075073]"
438,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8645001649856567, 1.8397574424743652, 7.549790126404332e-08, -1.375771164894104, 2.2230262756347656, 1.5893254712295857e-08, -1.375771164894104, 2.2230262756347656, 4.569557887634801e-08, -0.8645001649856567, 1.8397574424743652]"
439,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8686922788619995, 1.840202808380127, -4.371138828673793e-08, -1.3740291595458984, 2.233027935028076, 1.5893254712295857e-08, -1.3740291595458984, 2.233027935028076, 4.569557887634801e-08, -0.8686922788619995, 1.840202808380127]"
440,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8742653727531433, 1.8407553434371948, -1.3909067675399456e-08, -1.3698540925979614, 2.2455101013183594, -1.3909067675399456e-08, -1.3698540925979614, 2.2455101013183594, 4.569557887634801e-08, -0.8742653727531433, 1.8407553434371948]"
441,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8742653727531433, 1.8407553434371948, -1.3909067675399456e-08, -1.3698540925979614, 2.2455101013183594, -1.3909067675399456e-08, -1.3698540925979614, 2.2455101013183594, 4.569557887634801e-08, -0.8742653727531433, 1.8407553434371948]"
442,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8812054991722107, 1.8413801193237305, -4.371138828673793e-08, -1.3618744611740112, 2.2598817348480225, 4.569557887634801e-08, -1.3618744611740112, 2.2598817348480225, 4.569557887634801e-08, -0.8812054991722107, 1.8413801193237305]"
443,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8867359757423401, 1.8418270349502563, 1.0530022365173863e-07, -1.3534798622131348, 2.270503044128418, 1.0530022365173863e-07, -1.3534799814224243, 2.270503282546997, 4.569557887634801e-08, -0.8867359757423401, 1.8418270349502563]"
444,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8936216235160828, 1.8423194885253906, 1.0530022365173863e-07, -1.340743064880371, 2.2828104496002197, 1.5893254712295857e-08, -1.340743064880371, 2.2828104496002197, 4.569557887634801e-08, -0.8936216235160828, 1.8423194885253906]"
445,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8991079330444336, 1.842660665512085, 1.5893254712295857e-08, -1.3289556503295898, 2.291959524154663, 1.5893254712295857e-08, -1.3289556503295898, 2.291959524154663, 4.569557887634801e-08, -0.8991079330444336, 1.842660665512085]"
446,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9045740962028503, 1.8429547548294067, 1.5893254712295857e-08, -1.3159133195877075, 2.3005456924438477, 1.5893254712295857e-08, -1.3159133195877075, 2.3005456924438477, 4.569557887634801e-08, -0.9045740962028503, 1.8429547548294067]"
447,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9100196957588196, 1.843201756477356, -1.0331603306212855e-07, -1.3017570972442627, 2.308610439300537, 1.5893254712295857e-08, -1.3017569780349731, 2.308610200881958, 4.569557887634801e-08, -0.9100196957588196, 1.843201756477356]"
448,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9100196957588196, 1.843201756477356, -1.0331603306212855e-07, -1.3017570972442627, 2.308610439300537, 1.5893254712295857e-08, -1.3017569780349731, 2.308610200881958, 4.569557887634801e-08, -0.9100196957588196, 1.843201756477356]"
449,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9167975783348083, 1.8434443473815918, 4.569557887634801e-08, -1.2826851606369019, 2.3179996013641357, -1.3909067675399456e-08, -1.2826851606369019, 2.3179996013641357, 4.569557887634801e-08, -0.9167975783348083, 1.8434443473815918]"
450,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9235423803329468, 1.8436135053634644, 1.5893254712295857e-08, -1.2622747421264648, 2.326643228530884, -1.0331603306212855e-07, -1.2622747421264648, 2.326643228530884, 4.569557887634801e-08, -0.9235423803329468, 1.8436135053634644]"
451,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9302536249160767, 1.843709111213684, 7.549790126404332e-08, -1.2406895160675049, 2.3345322608947754, -4.371138828673793e-08, -1.2406895160675049, 2.3345322608947754, 4.569557887634801e-08, -0.9302536249160767, 1.843709111213684]"
452,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9369306564331055, 1.843731164932251, -1.3311836255525122e-07, -1.2180496454238892, 2.341616153717041, 4.569557887634801e-08, -1.2180495262145996, 2.341615915298462, 4.569557887634801e-08, -0.9369306564331055, 1.843731164932251]"
453,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9435728788375854, 1.843679666519165, 7.549790126404332e-08, -1.1944400072097778, 2.3478007316589355, -4.371138828673793e-08, -1.1944400072097778, 2.3478007316589355, 4.569557887634801e-08, -0.9435728788375854, 1.843679666519165]"
